movieId,title,genres
94983,Оно,Драма|Фэнтези|Ужасы|Мистика|Триллер
53959,Порожденный,Драма|Ужасы
153012,Противостояние,Adventure|Драма|Фэнтези|Ужасы|Научная фантастика
80266,Человек тьмы II: Возвращение Дюрана,Экшн|Криминал|Ужасы
81358,Лангольеры,Драма|Фэнтези|Ужасы|Мистика|Научная фантастика|Триллер
23696,Беовульф,Экшн|Ужасы|Научная фантастика
77154,От заката до рассвета 2: Кровавые деньги из Техаса,Комедия|Криминал|Ужасы
84469,Кэндимэн 3: День мертвых,Ужасы
41833,Кинопроба,Драма|Ужасы|Мистика|Романтика|Триллер
3656,Тьма,Ужасы|Мистика
47245,Кровь: Последний вампир,Экшн|Анимация|Ужасы
80763,Американский психопат 2: Стопроцентная американка,Комедия|Криминал|Ужасы|Мистика|Триллер
8121,Куб 2: Гиперкуб,Ужасы|Мистика|Научная фантастика
77800,Пульс,Ужасы|Мистика|Триллер
104938,В погоне за счастьем,Комедия|Ужасы|Мюзикл
5173,Тупик,Комедия|Ужасы|Мистика|Триллер
106155,Иисус Христос — охотник на вампиров,Экшн|Комедия|Ужасы|Мюзикл
63759,Клуб самоубийц,Ужасы|Мистика|Триллер
79557,Проклятие,Ужасы
88692,Дрожь земли 4: Легенда начинается,Экшн|Комедия|Ужасы|Научная фантастика|Триллер|Вестерн
61257,Сестра оборотня,Ужасы|Триллер
178565,Участь Салема,Драма|Ужасы|Мистика|Триллер
57252,Проклятие,Ужасы
50622,Рождение оборотня,Фэнтези|Ужасы
391472,Последний пропущенный звонок,Ужасы|Мистика
64182,Звездный десант 2: Герой федерации,Экшн|Ужасы|Научная фантастика|War
61305,Звонок 2,Драма|Ужасы|Мистика|Триллер
64575,Театр ужасов якудза: Годзу,Комедия|Криминал|Драма|Ужасы|Мистика
61342,Белый шум,Драма|Ужасы|Мистика|Научная фантастика|Триллер
47346,Один в темноте,Экшн|Ужасы|Научная фантастика|Триллер
77142,Игра в прятки,Ужасы|Мистика|Триллер
18979,Бугимен,Драма|Ужасы|Мистика|Триллер
3793,Константин: Повелитель тьмы,Экшн|Фэнтези|Ужасы|Триллер
79850,Ночной дозор,Экшн|Фэнтези|Ужасы|Мистика|Научная фантастика|Триллер
15278,Хихикающий доктор,Комедия|Ужасы
4611,Оборотни,Ужасы|Триллер
95116,Кот и канарейка,Ужасы|Мистика
61428,Куб Зеро,Ужасы|Мистика|Научная фантастика|Триллер
77237,Звонок 0: Рождение,Драма|Ужасы|Триллер
229298,Кэрри,Драма|Ужасы|Триллер
63732,Ужас Амитивилля,Ужасы|Триллер
64212,Дом восковых фигур,Ужасы|Триллер
229591,D: Охотник на вампиров,Анимация|Фэнтези|Ужасы
102312,Изгоняющий дьявола: Приквел,Ужасы|Триллер
34465,Кровавая жатва,Ужасы|Триллер
81601,Земля мертвых,Экшн|Ужасы|Триллер
81770,Три... экстрима,Ужасы
71076,Темная вода,Драма|Ужасы|Триллер
8841,Железо,Экшн|Ужасы|Научная фантастика
77137,Изгнанные дьяволом,Экшн|Криминал|Ужасы
77673,Ключ от всех дверей,Драма|Ужасы|Мистика|Триллер
81557,Ночной рейс,Ужасы|Триллер
13469,Братья Гримм,Комедия|Фэнтези|Ужасы|Триллер
81085,Пещера,Экшн|Adventure|Ужасы|Мистика|Научная фантастика|Триллер
1380230,"Девочка, которая кричала: «Волки!»",Драма|Ужасы|Мистика|Триллер
84140,Doom,Экшн|Ужасы|Научная фантастика
197282,Франкенштейн 90,Комедия|Ужасы|Романтика
84967,Шесть демонов Эмили Роуз,Криминал|Драма|Ужасы|Триллер
16939,Дух мщения,Экшн|Ужасы|Научная фантастика|Триллер
84991,Туман,Экшн|Ужасы|Мистика|Триллер
86206,Пила 2,Ужасы|Триллер
156714,Большая война призраков,Adventure|Комедия|Фэнтези|Ужасы
9804,Ночь кролика,Ужасы|Научная фантастика|Триллер
51326,Крип,Ужасы|Триллер
88746,Волчья яма,Криминал|Ужасы|Триллер
103412,Спуск,Adventure|Драма|Ужасы|Триллер
4397580,Чёрная птица,Криминал|Ужасы|Мистика|Триллер
21099,Дантист,Ужасы|Триллер
102343,Хостел,Ужасы
77441,Другой мир 2: Эволюция,Экшн|Фэнтези|Ужасы
254774,Хелтер Скелтер,Экшн|Криминал|Драма|Ужасы
89674,Пункт назначения 3,Ужасы|Мистика|Триллер
106229,Когда звонит незнакомец,Ужасы|Триллер
103392,Пульс,Экшн|Драма|Фэнтези|Ужасы|Мистика|Научная фантастика|Триллер
6697,Лепрекон 2: Одна свадьба и много похорон,Комедия|Фэнтези|Ужасы
80270,Лепрекон 3: Приключения в Лас-Вегасе,Комедия|Фэнтези|Ужасы
94901,Лепрекон 4: В космосе,Комедия|Фэнтези|Ужасы|Научная фантастика
160931,У холмов есть глаза,Драма|Ужасы|Триллер
102295,Остаться в живых,Ужасы|Научная фантастика|Триллер
48700,Мертвецы ненавидят живых,Комедия|Ужасы
172496,Пришельцы-завоеватели,Комедия|Ужасы|Научная фантастика
86895,Слизняк,Комедия|Ужасы|Научная фантастика
32655,Очень страшное кино 4,Комедия|Ужасы
78871,Сайлент Хилл,Фэнтези|Ужасы|Триллер
87816,Призрак Красной реки,Драма|Ужасы|Мистика|Триллер
103787,Омен,Ужасы|Триллер
94654,Змеиный полет,Экшн|Комедия|Ужасы|Триллер
102148,Плетеный человек,Ужасы|Мистика|Триллер
106279,Корпоративка,Комедия|Ужасы|Триллер
161007,Сделка с дьяволом,Экшн|Ужасы|Триллер
195005,Последнее прибежище,Ужасы
81697,Техасская резня бензопилой: Начало,Ужасы|Триллер
85553,Пир,Экшн|Комедия|Ужасы|Триллер
184417,Пила 3,Криминал|Ужасы|Триллер
189713,Чёрное Рождество,Экшн|Ужасы|Триллер
252032,Первобытное зло,Ужасы|Триллер
106228,Попутчик,Экшн|Ужасы|Триллер
179299,Мертвечина,Ужасы
195623,Кровь и шоколад,Драма|Фэнтези|Ужасы|Романтика
88149,Посланники,Драма|Ужасы|Триллер
50948,Ганнибал: Восхождение,Драма|Ужасы|Триллер
5119,2001 маньяк,Комедия|Ужасы
180613,Дилер 3,Экшн|Комедия|Драма|Ужасы|Триллер
182442,Заброшенный дом,Ужасы|Мистика|Триллер
250278,Вторжение динозавра,Комедия|Драма|Ужасы|Научная фантастика|Триллер
143139,Мертвая тишина,Ужасы|Мистика|Триллер
257413,У холмов есть глаза 2,Ужасы|Триллер
273064,Доказательство смерти,Экшн|Криминал|Ужасы|Научная фантастика|Триллер
102229,Жатва,Ужасы|Триллер
103788,Вакансия на жертву,Ужасы|Триллер
2917,Маньяк-полицейский,Экшн|Криминал|Ужасы|Триллер
1337162,Day Watch (Dnevnoy dozor) (2006),Экшн|Фэнтези|Ужасы|Триллер
197615,28 недель спустя,Ужасы|Научная фантастика|Триллер
796983,Bug (2007),Драма|Ужасы|Триллер
104986,Свора,Ужасы|Триллер
208899,Они,Ужасы
232011,Хостел 2,Криминал|Ужасы|Триллер
327246,Легенда Сонной Лощины,Комедия|Фэнтези|Ужасы
106216,Зомби по имени Фидо,Комедия|Ужасы|Триллер
273064,Доказательство смерти,Экшн|Adventure|Криминал|Ужасы|Триллер
195563,1408,Драма|Ужасы|Триллер
161094,Вторжение,Экшн|Драма|Ужасы|Научная фантастика|Триллер
61259,Хэллоуин 2007,Ужасы
88212,Под маской: Восхождение Лесли Вернона,Комедия|Ужасы|Триллер
273063,Планета страха,Экшн|Ужасы|Научная фантастика
88172,Обитель зла 3,Экшн|Ужасы|Научная фантастика|Триллер
77658,30 дней ночи,Ужасы|Триллер
105871,Последняя зима,Ужасы
257910,Паршивая овца,Комедия|Ужасы
271728,Пила 4,Криминал|Ужасы|Триллер
273302,Мгла,Ужасы|Научная фантастика
195524,Я – легенда,Экшн|Ужасы|Научная фантастика|Триллер|IMAX
258708,Поворот не туда 2: Тупик,Экшн|Ужасы|Триллер
119975,Приют,Драма|Ужасы|Мистика|Триллер
257863,Смерть Яна,Ужасы|Триллер
81845,"Суини Тодд, демон-парикмахер с Флит-стрит",Драма|Ужасы|Мюзикл|Триллер
251878,Чужие против Хищника: Реквием,Экшн|Ужасы|Научная фантастика
325598,Репортаж,Драма|Ужасы|Триллер
81773,Топор,Комедия|Ужасы
321394,Кошачий суп,Adventure|Анимация|Драма|Ужасы
254465,Сигнал,Ужасы|Научная фантастика|Триллер
256315,Зубы,Комедия|Ужасы
260981,Дневники мертвецов,Ужасы|Научная фантастика
262076,Месть нерожденному,Ужасы|Триллер
280177,Руины,Ужасы|Триллер
278187,Адский бункер,Экшн|Ужасы
305069,Тебе не страшно?,Ужасы
279708,Выпускной,Ужасы|Мистика|Триллер
259544,Девушка по соседству,Криминал|Драма|Ужасы|Триллер
402960,"Быстрее, сильнее, мощнее",Ужасы|Триллер
251434,Все  парни любят Мэнди Лейн,Ужасы|Мистика|Триллер
281752,Экс-ударник,Комедия|Криминал|Драма|Ужасы
262589,Засада,Ужасы|Триллер
4438649,Spiral (2007),Драма|Ужасы|Триллер
257899,Странный цирк,Ужасы|Мистика|Триллер
309376,Стриптиз от зомби,Комедия|Ужасы
261106,Война,Экшн|Adventure|Ужасы|Научная фантастика|Триллер
398839,Девочка-пулемет,Экшн|Комедия|Фэнтези|Ужасы|Триллер
246269,Грибы,Ужасы|Триллер
432457,Pathology (2008),Криминал|Ужасы|Триллер
258775,Полуночный экспресс,Ужасы|Мистика|Триллер
4414040,Впусти меня,Драма|Фэнтези|Ужасы|Романтика
263447,Зеркала,Ужасы|Мистика|Триллер
121714,Пришельцы,Ужасы|Научная фантастика|Триллер
465933,Мёртвая ярость,Экшн|Анимация|Комедия|Ужасы
273553,Один в темноте 2,Экшн|Ужасы
400094,Пила 5,Криминал|Ужасы|Триллер
392405,Заноза,Экшн|Ужасы|Триллер
428885,Детишки,Ужасы
409071,Мой кровавый Валентин 3D,Ужасы|Триллер
258772,Другой мир: Восстание ликанов,Экшн|Фэнтези|Ужасы|Триллер
279129,Незваные,Драма|Ужасы|Мистика|Триллер
373158,Райское озеро,Ужасы|Триллер
266142,Граница,Драма|Ужасы|Триллер
221704,Меня зовут Брюс,Комедия|Ужасы
251790,Пятница 13-е,Ужасы
290831,Рождественский коттедж,Комедия|Криминал|Ужасы|Триллер
311618,Адская вечеринка,Adventure|Комедия|Ужасы
263984,Призраки в Коннектикуте,Ужасы|Триллер
405514,Затащи меня в Ад,Комедия|Ужасы
364107,Суинни Тодд,Криминал|Драма|Ужасы|Триллер
82332,Мальчики едят девочек,Комедия|Ужасы
756410,Операция «Мертвый снег» 2,Экшн|Adventure|Комедия|Ужасы
179241,Квартал ужаса Снуп Догга,Комедия|Драма|Ужасы
428680,Хранители: История черной шхуны,Экшн|Adventure|Анимация|Ужасы
400615,Дитя тьмы,Драма|Ужасы|Мистика|Триллер
317985,Коллекционер,Криминал|Ужасы|Триллер
281409,Идеальный побег,Ужасы|Триллер
8424,Тролль 2,Фэнтези|Ужасы
429039,Хэллоуин 2,Ужасы|Триллер
422882,Пандорум,Ужасы|Научная фантастика|Триллер
404510,Тело Дженнифер,Комедия|Ужасы|Научная фантастика|Триллер
405753,Пункт назначения 4,Ужасы|Триллер
264350,Жажда,Драма|Ужасы
178834,Кровавый ручей,Ужасы
404366,Паранормальное явление,Ужасы|Триллер
254764,Призрачный мир Эль Супербисто,Экшн|Анимация|Комедия|Ужасы|Триллер
261191,Кошелек или жизнь,Комедия|Ужасы|Триллер
427122,Добро пожаловать в Zомбилэнд,Экшн|Комедия|Ужасы
271846,Продавец мертвых,Комедия|Ужасы
414547,Пила 6,Криминал|Ужасы|Мистика|Триллер
102393,История одного вампира,Экшн|Adventure|Комедия|Фэнтези|Ужасы|Триллер
420224,Сумерки. Сага. Новолуние,Драма|Фэнтези|Ужасы|Романтика|Триллер
51319,Милые кости,Криминал|Драма|Фэнтези|Ужасы|Триллер
34252,Студентки в кегельбане беса,Комедия|Ужасы
412310,Понтипул,Ужасы|Триллер
195718,Воины света,Экшн|Драма|Ужасы|Триллер
261013,Последний вампир,Экшн|Ужасы|Триллер
426002,Легион,Экшн|Фэнтези|Ужасы|Триллер
413485,Стан Хельсинг,Комедия|Ужасы
316233,Город чудищ,Анимация|Фэнтези|Ужасы|Научная фантастика
406403,Треугольник,Драма|Ужасы|Мистика|Триллер
460510,Мужчины моей семьи,Ужасы|Триллер
273293,Человек-волк,Ужасы|Триллер
195870,Безумцы,Экшн|Драма|Ужасы|Научная фантастика|Триллер
417895,Репортаж из преисподней,Ужасы|Триллер
415663,Дориан Грей,Драма|Ужасы|Научная фантастика
145242,Закопанные,Ужасы|Триллер|Вестерн
432713,Замёрзшие,Драма|Ужасы|Триллер
461536,Case 39 (2009),Ужасы|Триллер
471410,Человеческая многоножка,Ужасы
409179,Кошмар на улице Вязов,Фэнтези|Ужасы|Триллер
397244,Химера,Ужасы|Научная фантастика|Триллер
65859,Лающие собаки никогда не кусают,Комедия|Ужасы
424692,Сербский фильм,Ужасы|Триллер
412290,Бессердечный,Фэнтези|Ужасы|Мистика|Триллер
171728,Пираньи 3D,Экшн|Ужасы|Триллер
432711,Последнее изгнание дьявола,Ужасы|Триллер
450,Дикая банда,Экшн|Ужасы|Триллер
409208,Обитель зла 4: Жизнь после смерти 3D,Экшн|Ужасы|Научная фантастика|Триллер|IMAX
427795,Впусти меня. Сага,Драма|Ужасы|Мистика
497027,Я видел дьявола,Ужасы|Мистика|Триллер
504488,Шина,Экшн|Adventure|Комедия|Криминал|Драма|Film-Noir|Ужасы|Мистика|Триллер|Вестерн
481706,Паранормальное явление 2,Ужасы|IMAX
470156,Пила 3D,Ужасы|Мистика|Триллер
429804,Любимые,Ужасы
425634,Топор 2,Комедия|Ужасы|Триллер
485261,Убойные каникулы,Комедия|Ужасы
481508,Горечь,Драма|Ужасы
417892,Я плюю на ваши могилы,Криминал|Ужасы|Триллер
78792,Дух мертвеца,Ужасы|Научная фантастика
497657,Признания,Драма|Ужасы
470179,Красная Шапочка,Фэнтези|Ужасы|Мистика|Триллер
569576,Охотники на троллей,Фэнтези|Ужасы
495892,Астрал,Фэнтези|Ужасы|Триллер
298982,Детская комната,Ужасы|Триллер
33819,Даффи Дак: Охотники за чудовищами,Анимация|Children|Комедия|Ужасы
420072,Крик 4,Комедия|Ужасы|Мистика|Триллер
258759,Пастырь,Экшн|Ужасы|Научная фантастика|Триллер
565813,Женщина,Ужасы
506349,Пункт назначения 5,Ужасы|Триллер|IMAX
432417,Не бойся темноты,Ужасы|Триллер
467118,Ночь страха,Комедия|Ужасы
490121,Земля вампиров,Ужасы
395132,Замурованные в стене,Ужасы|Триллер
262731,Красный штат,Экшн|Криминал|Ужасы|Триллер
518047,Челюсти 3D,Ужасы|Триллер
575509,Список смертников,Ужасы|Мистика|Триллер
477366,Блинки,Ужасы|Научная фантастика
399977,Нечто,Ужасы|Мистика|Научная фантастика|Триллер
573239,Паранормальное явление 3,Ужасы
394371,Фантом,Экшн|Ужасы|Научная фантастика|Триллер
435378,Мертвеход,Комедия|Ужасы
472368,Другой мир: Пробуждение,Экшн|Фэнтези|Ужасы|IMAX
571324,Аполлон 18,Ужасы|Научная фантастика|Триллер
502111,Тайны старого отеля,Ужасы|Триллер
831899,Встреча у могилы,Ужасы
498707,Женщина в черном,Драма|Ужасы|Триллер
1070744,"Atomic Brain, The (1963)",Ужасы|Научная фантастика
565395,Гибель титанов,Экшн|Adventure|Ужасы
560595,Отсутствие,Ужасы
714009,"Cabin in the Woods, The (2012)",Комедия|Ужасы|Научная фантастика|Триллер
395060,Мрачные тени,Комедия|Ужасы|IMAX
467099,Прометей,Экшн|Ужасы|Научная фантастика|IMAX
667327,Пакт,Ужасы|Мистика|Триллер
502302,Президент Линкольн: Охотник на вампиров,Экшн|Фэнтези|Ужасы|Триллер
392261,Лагерный дух,Ужасы
397602,Анаконда 3: Цена эксперимента,Экшн|Ужасы|Научная фантастика|Триллер
930487,Piranha 3DD (a.k.a. Piranha DD) (2012),Комедия|Ужасы
581493,Обитель зла: Возмездие,Экшн|Ужасы|Научная фантастика|IMAX
647201,З/Л/О,Ужасы|Триллер
496826,Дом в конце улицы,Ужасы|Триллер
408395,Франкенвини,Анимация|Комедия|Ужасы|IMAX
590022,Синистер,Ужасы|Триллер
518229,Репортаж со свадьбы,Ужасы|Триллер
651858,Паранормальное явление 4,Ужасы|IMAX
276584,Сайлент Хилл 2,Ужасы|Мистика|Триллер
565879,Залив,Ужасы|Научная фантастика|Триллер
707692,Vamps (2012),Комедия|Ужасы|Романтика
497077,Тепло наших тел,Комедия|Ужасы|Романтика
90464,Я купил мотоцикл-вампир,Комедия|Ужасы
21772,Мороженщик,Комедия|Ужасы
3565,Сказки у костра,Ужасы
575300,В финале Джон умрёт,Комедия|Фэнтези|Ужасы
493202,Техасская резня бензопилой 3D,Ужасы|Мистика|Триллер
710024,Гензель и Гретель,Экшн|Фэнтези|Ужасы|IMAX
219472,Страх,Драма|Ужасы
636431,Азбука смерти,Ужасы
680185,Мрачные небеса,Ужасы|Научная фантастика|Триллер
2913,Маньяк-полицейский 2,Экшн|Ужасы|Триллер
9058,Приключения Икабода и мистера Тоада,Анимация|Комедия|Ужасы|Мюзикл
428707,Зловещие мертвецы: Черная книга,Ужасы
129627,Монстр Ёнгари,Children|Ужасы|Научная фантастика
597518,Ломка,Ужасы|Триллер
724454,Grabbers (2012),Комедия|Ужасы|Научная фантастика
568640,Повелители Салема,Ужасы|Триллер
1311387,Inhuman Resources (Redd Inc.) (2012),Ужасы|Триллер
661022,Судная ночь,Криминал|Ужасы|Триллер
647451,Маньяк,Ужасы|Триллер
261636,Война миров Z,Экшн|Драма|Ужасы|IMAX
712576,З/Л/О 2,Ужасы|Триллер
468994,Заклятие,Ужасы|Триллер
584175,Тебе конец!,Ужасы|Триллер
666804,Астрал: Глава 2,Ужасы|Триллер
692952,Майло,Комедия|Ужасы
4986805,Carrie (2013),Драма|Ужасы
684680,Побег из завтра,Драма|Фэнтези|Ужасы
1252449,Смотрительница Сунохары,Криминал|Драма|Ужасы
676823,Лимб,Ужасы|Мистика|Триллер
565819,Выживут только любовники,Драма|Ужасы|Романтика
673323,"Мы такие, какие есть",Драма|Ужасы|Мистика|Триллер
467241,Побудь в моей шкуре,Ужасы|Научная фантастика|Триллер
624156,13 грехов,Ужасы|Триллер
680499,Окулус,Ужасы
692320,Топор 3,Комедия|Ужасы
756189,Дом с паранормальными явлениями 2,Комедия|Ужасы
675877,Пораженный,Ужасы|Научная фантастика|Триллер
746200,Бобры-зомби,Экшн|Комедия|Ужасы
675216,Бабадук,Драма|Ужасы|Триллер
707483,Избави нас от лукавого,Криминал|Ужасы|Триллер
770805,Судная ночь 2,Экшн|Ужасы|Триллер
725033,Если твоя девушка – зомби,Комедия|Ужасы|Романтика
824963,Привязанные к дому,Комедия|Ужасы|Триллер
648731,"Столетний старик, который вылез в окно и исчез",Ужасы|Триллер
706421,Таинство,Ужасы|Триллер
762501,Париж: Город мёртвых,Ужасы|Триллер
548706,Honeymoon (2014),Ужасы
786018,Бивень,Комедия|Драма|Ужасы
964040,Horns (2014),Ужасы|Мистика
808062,Проклятие Аннабель,Ужасы
51294,13-е отделение,Экшн|Анимация|Комедия|Ужасы
818981,Реальные упыри,Комедия|Ужасы
756410,Операция «Мертвый снег» 2,Экшн|Комедия|Ужасы
422409,Мёртвоголовые,Adventure|Комедия|Ужасы
589545,Охотники на демонов,Комедия|Ужасы|Триллер
696145,Девушка возвращается одна ночью домой,Ужасы|Романтика|Триллер
402510,Собака Баскервилей,Криминал|Драма|Ужасы|Мистика
804697,Оно приходит за тобой,Ужасы
734145,"Город, который боялся заката",Ужасы|Триллер
321565,Полуночное кино,Комедия|Ужасы|Мистика|Триллер
140978,Смертоносные пчелы,Ужасы|Мистика|Триллер
798277,Астрал 3,Фэнтези|Ужасы|Триллер
83527,Чудовище пещерной горы,Ужасы|Научная фантастика|Вестерн
722189,Полынь: Дорога мёртвых,Экшн|Ужасы|Научная фантастика
721153,Багровый пик,Ужасы
726385,Джулия,Ужасы|Триллер
882291,Докопаться до сути,Драма|Фэнтези|Ужасы|Мистика|Триллер
876838,Clown (2014),Драма|Ужасы
652700,Последние девушки,Комедия|Ужасы
822545,Небольшой лес: Зима и весна,Ужасы|Романтика|Научная фантастика
883999,Buzzard (2015),Комедия|Драма|Ужасы
841613,"Человек, который познал бесконечность",Ужасы|Научная фантастика|Триллер
821009,План Мэгги,Драма|Ужасы|Триллер
683204,Зеленый ад,Ужасы|Триллер
843104,Крампус,Комедия|Фэнтези|Ужасы
841401,Акулий торнадо 3,Ужасы|Научная фантастика
710372,Ублюдок,Ужасы|Триллер
409538,Глаз 3: Бесконечность,Ужасы
261244,Морг,Ужасы
656884,Sorrow (2015),Криминал|Драма|Ужасы
698193,Виселица,Ужасы|Триллер
736205,Черная месса,Комедия|Ужасы|Триллер
273017,Наращивание волос,Ужасы
784335,"Спокойной ночи, мамочка",Драма|Фэнтези|Ужасы|Триллер
25734,Фраккия против Дракулы,Комедия|Ужасы
745277,Слендер,Ужасы
34249,Голливудские шлюхи с бензопилами,Комедия|Ужасы
888304,Подарок,Драма|Ужасы
506066,Последний охотник на ведьм,Ужасы
838043,Визит,Комедия|Ужасы
100261,Пиноккио 964,Ужасы|Научная фантастика
596985,Виктор Франкенштейн,Драма|Ужасы|Научная фантастика
568789,Скауты против зомби,Экшн|Комедия|Ужасы
857131,Смертельный оргазм,Комедия|Ужасы
714788,Кутис,Комедия|Ужасы
822037,Кровососущие подонки,Комедия|Ужасы
893793,"Тук-тук, это Тиг Нотаро",Криминал|Ужасы|Триллер
400900,Игры обреченных,Комедия|Ужасы
4294594,Cigarette Burns (2005),Ужасы|Триллер
932671,The Editor (2015),Комедия|Ужасы|Мистика
770917,Последняя смена,Ужасы
547248,Гризли,Экшн|Ужасы|Триллер
224941,Даль небесная,Экшн|Ужасы|Триллер
463237,Ужастики,Adventure|Комедия|Ужасы
588745,Хватай и беги,Комедия|Ужасы|Научная фантастика
715046,Костяной томагавк,Ужасы|Вестерн
822248,Необычные сказки,Анимация|Ужасы|Мистика
251613,Пила,Криминал|Ужасы
723377,Синий экзорцист. Фильм,Анимация|Фэнтези|Ужасы|Мистика
327402,Пес дьявола: Гончая ада,Ужасы
710513,Он никогда не умирал,Комедия|Драма|Ужасы
809130,Паразит: Часть 1,Ужасы|Научная фантастика
809129,Паразит: Часть 2,Ужасы|Научная фантастика
801875,Дровосек,Комедия|Ужасы
491816,Гордость и предубеждение и зомби,Комедия|Ужасы|Романтика|Триллер
929056,Дары смерти,Ужасы
596985,Виктор Франкенштейн,Ужасы|Триллер
63399,Рептиликус,Ужасы|Научная фантастика
957791,Michael Jackson's Thriller (1983),Ужасы
998880,Southbound (2016),Ужасы
623721,Неоновый демон,Драма|Ужасы|Мистика
738285,Команда уничтожить,Экшн|Ужасы|Научная фантастика
1129730,Neo Tokyo (1987),Adventure|Анимация|Фэнтези|Ужасы|Научная фантастика
57167,Смерть улыбается убийце,Ужасы
780392,Заклятие 2,Ужасы
425673,Охотники за привидениями,Экшн|Комедия|Ужасы|Научная фантастика
843907,Судная ночь 3,Экшн|Ужасы|Научная фантастика
919515,И гаснет свет...,Ужасы
921943,Сатанинский,Ужасы
1281973,Hellevator (2004),Ужасы|Научная фантастика
839479,Все могут танцевать 2,Драма|Ужасы|Триллер
925763,Акулий торнадо 4: Пробуждение,Экшн|Adventure|Ужасы|Научная фантастика
922302,Ведьма из Блэр: Новая глава,Ужасы|Триллер
841143,31: Праздник смерти,Ужасы
902223,Новая эра Z,Драма|Ужасы|Научная фантастика|Триллер
463048,Шоу ужасов Рокки Хоррора,Комедия|Ужасы|Научная фантастика|Триллер
930534,Сплит,Драма|Ужасы|Триллер
840824,Другой мир: Войны крови,Экшн|Ужасы
80474,Микроволновая резня,Ужасы
944708,Прочь,Ужасы
916824,Пустота,Ужасы
695548,Чужой: Завет,Экшн|Ужасы|Научная фантастика|Триллер
153021,Особь 3,Экшн|Ужасы|Научная фантастика
677638,Мумия,Экшн|Adventure|Фэнтези|Ужасы|Триллер
998552,Оно приходит ночью,Ужасы|Мистика|Триллер
893108,Грейсфилд,Экшн|Ужасы|Научная фантастика
655800,Чёрное зеркало,Драма|Ужасы|Мистика|Научная фантастика|Триллер
873962,Unedited Footage of a Bear (2014),Ужасы|Триллер
641780,Тёмная башня,Фэнтези|Ужасы|Научная фантастика|Вестерн
947898,Проклятие Аннабель: Зарождение зла,Ужасы
453397,Оно,Ужасы
463596,Тетрадь смерти,Ужасы|Триллер
124633,Темрок,Комедия|Ужасы
938643,мама!,Драма|Ужасы|Мистика|Триллер
863271,Над глубиной: Хроника выживания,Драма|Ужасы|Триллер
972464,Эксперимент «Офис» 2,Экшн|Ужасы
839520,Ублюдок 2,Комедия|Ужасы
94997,Сияние,Драма|Ужасы|Триллер
982198,Астрал 4: Последний ключ,Ужасы|Мистика|Триллер
737859,Ночные игры,Экшн|Комедия|Криминал|Ужасы
722816,Парадокс Кловерфилда,Ужасы|Мистика|Научная фантастика|Триллер
1044906,Тихое место,Драма|Ужасы|Триллер
